Date,Close,High,Low,Open,Volume
,NQ=F,NQ=F,NQ=F,NQ=F,NQ=F
2021-06-21,14130.0,14144.0,13958.5,14022.75,503663
2021-06-22,14258.25,14279.25,14066.5,14136.75,420968
2021-06-23,14263.0,14315.75,14231.75,14274.0,366489
2021-06-24,14354.25,14422.0,14270.0,14275.25,409864
2021-06-25,14339.0,14394.25,14313.25,14365.75,379758
2021-06-28,14512.5,14519.75,14333.25,14350.0,376860
2021-06-29,14563.0,14584.75,14468.75,14504.5,360169
2021-06-30,14549.0,14598.5,14518.25,14584.75,384458
2021-07-01,14548.5,14606.25,14471.0,14558.5,436419
2021-07-02,14713.75,14729.0,14513.25,14543.75,392168
2021-07-06,14775.5,14790.0,14625.25,14704.25,557682
2021-07-07,14802.25,14883.75,14726.25,14764.5,471450
2021-07-08,14712.25,14822.0,14540.5,14812.0,631207
2021-07-09,14810.5,14832.0,14640.75,14710.25,424770
2021-07-12,14869.25,14888.5,14785.0,14824.0,362608
2021-07-13,14865.0,14994.75,14794.5,14880.0,506392
2021-07-14,14891.75,14996.0,14841.25,14869.75,499191
2021-07-15,14787.5,14962.75,14708.25,14895.0,634785
2021-07-16,14670.5,14869.5,14656.0,14778.5,539012
2021-07-19,14540.75,14682.5,14445.0,14675.0,720291
2021-07-20,14722.75,14782.5,14516.75,14593.75,529359
2021-07-21,14827.75,14839.5,14668.25,14729.75,404345
2021-07-22,14928.5,14982.75,14826.75,14836.75,425426
2021-07-23,15098.0,15117.25,14934.25,14979.5,449261
2021-07-26,15117.75,15134.0,15038.75,15098.0,391517
2021-07-27,14947.75,15131.5,14774.25,15125.25,671793
2021-07-28,15011.5,15074.5,14866.0,14875.75,577186
2021-07-29,15037.75,15084.0,14905.0,14984.75,412593
2021-07-30,14955.75,14980.0,14811.25,14905.25,505630
2021-08-02,14952.75,15056.25,14932.25,14972.75,446142
2021-08-03,15046.25,15050.0,14849.0,14962.25,520377
2021-08-04,15073.5,15108.0,14997.0,15038.0,445703
2021-08-05,15167.75,15172.5,15069.25,15081.75,341554
2021-08-06,15095.5,15169.75,15047.25,15167.75,425074
2021-08-09,15125.25,15145.5,15003.25,15090.25,361388
2021-08-10,15044.5,15157.25,14994.5,15128.75,475298
2021-08-11,15019.5,15119.0,14963.0,15045.0,479700
2021-08-12,15078.5,15090.5,14941.25,15008.5,384239
2021-08-13,15125.75,15141.75,15055.25,15079.75,364520
2021-08-16,15134.0,15139.0,14917.25,15119.25,590789
2021-08-17,14997.5,15133.75,14897.0,15131.5,687897
2021-08-18,14849.25,15037.25,14806.5,14970.25,568846
2021-08-19,14928.0,14999.0,14710.5,14840.0,734184
2021-08-20,15086.75,15100.0,14851.0,14943.25,504460
2021-08-23,15304.5,15337.5,15086.5,15090.0,412591
2021-08-24,15355.5,15384.0,15309.5,15327.0,365577
2021-08-25,15364.25,15397.0,15333.0,15362.25,405227
2021-08-26,15274.75,15368.25,15255.25,15367.25,564382
2021-08-27,15426.5,15443.75,15265.5,15286.0,441045
2021-08-30,15597.5,15617.75,15420.0,15432.75,417563
2021-08-31,15582.5,15677.25,15517.75,15605.5,521129
2021-09-01,15609.25,15699.0,15578.5,15599.5,465488
2021-09-02,15601.0,15682.0,15551.75,15610.0,463636
2021-09-03,15651.5,15677.5,15552.25,15601.0,462870
2021-09-07,15674.75,15708.75,15606.75,15656.0,542055
2021-09-08,15620.0,15691.0,15523.75,15671.0,559402
2021-09-09,15558.75,15675.75,15545.75,15610.0,531288
2021-09-10,15441.5,15668.0,15433.5,15561.0,402816
2021-09-13,15436.75,15565.0,15350.25,15452.5,363283
2021-09-14,15387.0,15530.75,15351.25,15452.25,237816
2021-09-15,15504.0,15521.75,15315.25,15395.5,156770
2021-09-16,15517.75,15542.0,15369.5,15516.5,105428
2021-09-17,15486.669921875,15547.0,15474.0,15502.75,641864
2021-09-20,15009.5,15338.25,14807.5,15284.0,845911
2021-09-21,15024.0,15163.25,14963.25,14992.0,659780
2021-09-22,15163.5,15227.0,14930.5,14992.75,601005
2021-09-23,15303.5,15347.0,15175.25,15178.25,514535
2021-09-24,15318.75,15334.25,15176.75,15300.25,470511
2021-09-27,15194.75,15399.25,15084.0,15319.0,543381
2021-09-28,14764.75,15192.25,14740.75,15172.25,836785
2021-09-29,14739.75,14926.0,14711.0,14769.25,649554
2021-09-30,14682.5,14883.5,14670.25,14769.75,699372
2021-10-01,14761.75,14818.0,14537.0,14702.25,663413
2021-10-04,14462.25,14835.0,14367.75,14785.0,802849
2021-10-05,14655.25,14754.75,14410.5,14493.75,574640
2021-10-06,14759.0,14770.0,14422.5,14662.0,756883
2021-10-07,14881.25,15001.25,14767.0,14768.0,492756
2021-10-08,14808.25,14996.0,14790.75,14891.25,550607
2021-10-11,14700.5,14897.25,14677.0,14810.25,510490
2021-10-12,14653.25,14783.25,14585.5,14688.5,599367
2021-10-13,14764.25,14795.75,14591.0,14594.0,556059
2021-10-14,15037.25,15071.5,14767.5,14770.25,425055
2021-10-15,15134.5,15145.0,15020.75,15063.75,442893
2021-10-18,15290.5,15297.25,15038.75,15145.0,423424
2021-10-19,15398.5,15428.25,15269.0,15289.75,384792
2021-10-20,15377.5,15446.5,15319.0,15411.0,451735
2021-10-21,15478.75,15483.75,15301.0,15357.5,436644
2021-10-22,15341.0,15463.5,15273.75,15383.0,545390
2021-10-25,15495.75,15546.0,15295.75,15324.25,456009
2021-10-26,15545.0,15701.0,15503.0,15543.0,586099
2021-10-27,15587.25,15717.5,15507.25,15532.25,534474
2021-10-28,15764.75,15777.0,15591.75,15595.0,498210
