Date,Close,High,Low,Open,Volume
,NVDA,NVDA,NVDA,NVDA,NVDA
2021-06-21,18.363727569580078,18.47260198225136,17.76131158192782,18.37169941417833,672384000
2021-06-22,18.821645736694336,18.89838188023769,18.32262225653675,18.407828248625574,580144000
2021-06-23,18.99155616760254,19.086727909037208,18.84257162066044,18.942227287360627,332356000
2021-06-24,19.13930320739746,19.353064306572136,19.02245689715769,19.16147764260084,320924000
2021-06-25,18.96539878845215,19.27881548823382,18.829369907690694,19.214039016111002,278364000
2021-06-28,19.916114807128906,20.00954166257775,19.25241006107168,19.294514111263886,495436000
2021-06-29,19.95771598815918,20.02946639667907,19.589239586918527,19.813962368207104,367632000
2021-06-30,19.933549880981445,20.09299819265169,19.795278090307768,19.93031096241236,326568000
2021-07-01,20.142330169677734,20.38548859722356,19.949994640023817,20.055630160644014,480136000
2021-07-02,20.416378021240234,20.43456652516882,20.217815593150004,20.369790056845883,342764000
2021-07-06,20.627155303955078,20.770160059245526,20.28010622792403,20.666020436292737,446708000
2021-07-07,20.301530838012695,20.803046315753402,20.261918703161886,20.781620788688226,418428000
2021-07-08,19.83414649963379,20.063602249461436,19.632843115344528,19.788056528694977,503300000
2021-07-09,19.981136322021484,20.011033596944927,19.686157099051567,19.893689311396027,296624000
2021-07-12,20.44179916381836,20.46197778555114,20.11816760088611,20.17023741661217,321984000
2021-07-13,20.180198669433594,20.390720799183015,20.044667777946696,20.330179245184596,290708000
2021-07-14,19.77310562133789,20.34736936190273,19.684662607285635,20.287576714298133,380100000
2021-07-15,18.900875091552734,19.778589906396334,18.793496553631783,19.743461697812513,550564000
2021-07-16,18.098398208618164,19.09096527868611,18.01070219908961,18.96490214619044,688224000
2021-07-19,18.715015411376953,18.976360409514456,17.80391558664098,17.85349537144191,749060000
2021-07-20,18.547840118408203,18.773060882621504,18.101384512240674,18.665433378532096,434687000
2021-07-21,19.343095779418945,19.45969307152444,18.67739902955173,18.81691585718277,371017000
2021-07-22,19.526460647583008,19.818449966161833,19.209555981723096,19.574295529309875,323826000
2021-07-23,19.49058723449707,19.63209798066953,19.183648299082556,19.58824901824623,195672000
2021-07-26,19.227497100830078,19.37498578095671,18.848805839371344,19.24443870206173,203943000
2021-07-27,19.141794204711914,19.554366791908347,18.676402898513324,19.19859694685459,248863000
2021-07-28,19.43577003479004,19.57827673924492,18.929521776735747,19.252404299497893,202191000
2021-07-29,19.594228744506836,19.78457038148823,19.261378455641132,19.451720092622526,190781000
2021-07-30,19.431787490844727,19.562334550057216,19.19660092206327,19.351065420539463,183497000
2021-08-02,19.681921005249023,19.892194121271995,19.294261963742557,19.63209411744404,217444000
2021-08-03,19.746702194213867,20.152298936128698,19.15375182359824,19.671959943888986,301811000
2021-08-04,20.204113006591797,20.247961956223463,19.759649378379862,19.921091596810026,231309000
2021-08-05,20.565866470336914,20.661536241718938,20.271883215334118,20.429339555669177,211435000
2021-08-06,20.295801162719727,20.49909848157322,20.14033873074639,20.453257506969045,178497000
2021-08-09,20.22504234313965,20.43730746916473,20.07356586786639,20.37552091210464,146443000
2021-08-10,19.867277145385742,20.359573704227063,19.766623580582603,20.25194620111402,179238000
2021-08-11,19.631099700927734,19.979893679889088,19.363027803581907,19.973913844041807,185925000
2021-08-12,19.836389541625977,19.959960768948545,19.552372068752263,19.80151033623967,151652000
2021-08-13,20.11841583251953,20.144327189050774,19.78257750881628,19.836392233443082,183063000
2021-08-16,19.88123321533203,20.21707147166275,19.385944729446937,20.0655949890892,210876000
2021-08-17,19.39093017578125,19.70185501306102,19.2005885511107,19.61714701214786,204585000
2021-08-18,18.97437286376953,19.56632529724626,18.93450982544956,19.432786399803497,285913000
2021-08-19,19.729753494262695,20.42435132672305,18.6973235489856,19.426800578843118,766555000
2021-08-20,20.744251251220703,20.793082144793182,19.864295359597282,19.922094106648743,675741000
2021-08-23,21.882314682006836,21.92117981464418,20.877789664818607,20.89871719014443,575807000
2021-08-24,21.717878341674805,21.88330650113912,21.460768250925426,21.678017210916853,297299000
2021-08-25,22.136428833007812,22.392542896960293,21.64712213641012,21.66206982160792,347701000
2021-08-26,21.991931915283203,22.262993686713813,21.714890308972432,22.123476878003054,237940000
2021-08-27,22.557971954345703,22.643675947875877,22.090588763919488,22.10753036152277,304722000
2021-08-30,22.60979652404785,22.963572419378465,22.473269615708634,22.751307262334937,262580000
2021-08-31,22.3117733001709,22.62075868040585,22.047640789736928,22.62075868040585,259850000
2021-09-01,22.36758804321289,22.622751099548815,22.28386320003959,22.411444728207552,201767000
2021-09-02,22.322738647460938,22.51909472765023,22.22206920355075,22.44433930541851,187834000
2021-09-03,22.768274307250977,22.91080616281464,22.12737809725463,22.2519691858628,280532000
2021-09-07,22.587865829467773,22.82409003815894,22.448322522567985,22.758305960984877,198107000
2021-09-08,22.26592445373535,22.53603785625392,21.905107228441466,22.439355044930288,254434000
2021-09-09,22.104454040527344,22.464273188352024,22.058604988452572,22.23901265299159,196856000
2021-09-10,22.404468536376953,22.551983198863454,22.19714878261406,22.274892739720574,248376000
2021-09-13,22.07953453063965,22.88887850668766,21.786495670040438,22.609793787016553,297500000
2021-09-14,22.16924476623535,22.336694491367744,22.013754920994057,22.202135861768,199755000
2021-09-15,22.26791763305664,22.29383355511717,21.894144334606132,22.236022722228473,166538000
2021-09-16,22.16924476623535,22.204130125637935,21.855274630502613,22.11043774594107,156033000
2021-09-17,21.828359603881836,22.247981943060058,21.758588894411496,22.227050730218956,294503000
2021-09-20,21.0439395904541,21.36289255637249,20.594414612488368,21.076830688273485,349440000
2021-09-21,21.176498413085938,21.354911802354714,20.881467187077302,21.34693855063017,204688000
2021-09-22,21.869224548339844,21.888161496452156,21.126660825026075,21.29610478128571,268726000
2021-09-23,22.40845489501953,22.461281014018834,21.818390548782627,22.067572722802016,248555000
2021-09-24,22.008764266967773,22.07654260470453,21.789484652652416,21.997800571418352,217655000
2021-09-27,21.58914566040039,21.7276909027937,21.255242424863432,21.638981339967028,245215000
2021-09-28,20.63129234313965,21.348938417771734,20.583449018016225,21.14460905510224,343069000
2021-09-29,20.44988250732422,20.94824684688675,20.400044932702517,20.87149907318932,218394000
2021-09-30,20.648235321044922,20.99709081329455,20.62032703375371,20.700065269029956,221009000
2021-10-01,20.674152374267578,20.790768337768267,20.136914012363036,20.682125627897644,240978000
2021-10-04,19.667451858520508,20.47480160606298,19.49103082581489,20.43692580745961,345635000
2021-10-05,20.384098052978516,20.58045410102996,19.789050920867343,19.884737541485297,279282000
2021-10-06,20.632286071777344,20.652219202114356,20.014313404708272,20.054183467600772,297202000
2021-10-07,21.006061553955078,21.252253324633013,20.90339784226503,21.023004241236695,256919000
2021-10-08,20.76285743713379,21.136630744836808,20.707040866525467,21.03197467494621,151258000
2021-10-11,20.627300262451172,20.994096456605053,20.44390216537423,20.507693882375722,163388000
2021-10-12,20.603382110595703,20.988119137089015,20.460850231226793,20.759868133383815,162134000
2021-10-13,20.87050437927246,20.921338143306798,20.64524382851647,20.849573164865863,180652000
2021-10-14,21.674863815307617,21.683833248654274,21.052904524091133,21.218361862587606,243589000
2021-10-15,21.79047966003418,21.85925417517758,21.591135085332958,21.738649728412263,226994000
2021-10-18,22.149307250976562,22.218081780697908,21.57319699245635,21.677854960050606,189494000
2021-10-19,22.217082977294922,22.30579062746577,21.964910365115337,22.203126935634774,161473000
2021-10-20,22.03069305419922,22.359613418687402,21.91008860370206,22.232031898354265,146276000
2021-10-21,22.61777114868164,22.636710001159347,22.010764006896952,22.02471815036075,187590000
2021-10-22,22.65165901184082,23.054336786211532,22.487199745002837,22.748341829119337,249384000
2021-10-25,23.09021759033203,23.278598494667374,22.695513113631097,22.897848159028317,230235000
2021-10-26,24.636144638061523,25.17637336256749,23.84573943509634,23.9105273389636,485898000
2021-10-27,24.37101173400879,25.007921262227864,24.202563973433747,24.393937207117244,245990000
2021-10-28,24.85941505432129,24.868386389920456,24.442783111276334,24.79662140845552,234204000
2021-10-29,25.483362197875977,25.62489787147844,24.91821758575926,24.91921376694326,292503000
2021-11-01,25.742515563964844,25.80929583390009,25.144477876307487,25.565098331318534,265740000
2021-11-02,26.31463623046875,26.590730535065173,25.715602386475727,25.73753168250349,294112000
2021-11-03,26.51099395751953,26.69638634791327,26.149182413290003,26.58275893777931,239910000
2021-11-04,29.703514099121094,31.26239704427072,27.02929029769168,27.139927249878582,1153631000
2021-11-05,29.654672622680664,31.29728030818793,29.313790454475946,30.088249068059874,851260000
2021-11-08,30.70323371887207,30.998264961741995,29.809166754618374,30.05037569360793,503101000
2021-11-09,30.556713104248047,32.204307519629445,29.86598118563401,32.17639923609389,646746000
2021-11-10,29.362632751464844,30.74908322904024,28.68386069593988,29.259970949508748,636206000
2021-11-11,30.290586471557617,30.489932984419298,29.679592774599925,30.368332333995184,332172000
2021-11-12,30.290586471557617,30.579638725096128,29.53307238423617,29.911830378451516,413054000
2021-11-15,29.92677879333496,30.54375334062734,29.15132398754459,30.45205524331211,384909000
2021-11-16,30.10420036315918,30.29058893056083,29.60882638673667,29.66165441463244,264484000
2021-11-17,29.165279388427734,30.409197952977312,28.70578699749506,30.318494131813672,428508000
2021-11-18,31.571382522583008,32.65283230814321,31.21854045241291,32.26112015873358,781711000
2021-11-19,32.877098083496094,32.97976178244582,31.800631120790957,32.137524780788404,533867000
2021-11-22,31.851463317871094,34.533660369454104,31.795646751201797,33.40735581710539,754335000
2021-11-23,31.642152786254883,32.25414458908274,30.778984519657556,31.431842568314533,532163000
2021-11-24,32.56711196899414,32.74751961280794,30.82682344260041,31.35808076043458,435162000
2021-11-26,31.399946212768555,32.60299664841291,31.2474468349952,32.493355877058754,283069000
2021-11-29,33.26681900024414,33.30270053648563,31.931202291527786,32.26012461188157,454964000
2021-11-30,32.56910705566406,33.24389436052743,31.759764944757165,33.06049435573746,622066000
2021-12-01,31.33600425720215,33.184167626613956,31.281177159177126,33.114388375070114,484368000
2021-12-02,32.02482986450195,32.375722550194084,30.9272972457991,31.11570313644076,472890000
2021-12-03,30.59634017944336,32.02781864594945,30.03511159214112,31.89922328972484,544325000
2021-12-06,29.94240951538086,30.145765658155717,27.94970412663919,29.785902441906565,658938000
2021-12-07,32.32487487792969,32.34680875654143,30.554469012712545,30.859506976245633,593053000
2021-12-08,31.72577476501465,32.18831425036044,31.322049493917223,31.898230293439173,475551000
2021-12-09,30.393980026245117,32.103581165831095,30.33217500414839,31.634061878266106,488507000
2021-12-10,30.10289764404297,31.206411727993792,29.76695906181619,31.051899183722014,488825000
