Close,High,Low,Open,Volume
^NDX,^NDX,^NDX,^NDX,^NDX
13998.2998046875,13998.650390625,13934.0,13959.4697265625,4157580000
14128.2001953125,14129.330078125,13963.9404296875,14002.1396484375,4415160000
14030.41015625,14126.259765625,14008.9296875,14120.8095703125,4554580000
13983.009765625,14100.1103515625,13843.599609375,14053.1201171875,4683030000
14163.8095703125,14205.4296875,13946.51953125,13946.7001953125,4558280000
14049.580078125,14140.6201171875,14024.599609375,14125.1201171875,6126070000
14137.23046875,14150.91015625,13967.8896484375,14055.0400390625,4562010000
14270.419921875,14288.490234375,14128.009765625,14140.2998046875,4433140000
14274.240234375,14324.740234375,14247.580078125,14275.08984375,4417470000
14365.9599609375,14429.1396484375,14337.650390625,14358.2998046875,4324620000
14345.1796875,14401.7099609375,14324.259765625,14396.6298828125,7468090000
14524.98046875,14530.0703125,14400.58984375,14401.6298828125,4283000000
14572.75,14575.1904296875,14481.849609375,14523.6298828125,4901300000
14554.7998046875,14582.2998046875,14530.8701171875,14560.0703125,5293810000
14560.0498046875,14576.6396484375,14483.419921875,14530.6298828125,4410470000
14727.6298828125,14738.1396484375,14626.8203125,14633.509765625,3751420000
14786.3603515625,14797.4501953125,14635.3095703125,14755.150390625,4489540000
14810.5400390625,14891.1904296875,14735.75,14889.759765625,4605630000
14722.1396484375,14763.669921875,14551.759765625,14577.669921875,4575010000
14826.08984375,14838.7197265625,14685.5400390625,14709.3203125,3826500000
14877.8896484375,14899.4599609375,14813.7900390625,14878.7099609375,3897090000
14874.5400390625,15002.2802734375,14843.7998046875,14871.0400390625,4583460000
14900.4404296875,15001.1298828125,14871.73046875,14984.8603515625,4496220000
14794.6904296875,14907.509765625,14717.5498046875,14903.490234375,4512550000
14681.3798828125,14875.9697265625,14667.099609375,14842.080078125,4069530000
14549.08984375,14578.9599609375,14455.0703125,14517.9599609375,4537130000
14728.2099609375,14790.599609375,14530.7802734375,14601.33984375,4652450000
14842.6298828125,14843.169921875,14710.1103515625,14723.669921875,4098520000
14940.169921875,14941.3798828125,14865.4697265625,14865.4697265625,3597540000
15111.7900390625,15125.83984375,14948.0400390625,15004.4296875,3997250000
15125.9501953125,15142.349609375,15048.23046875,15088.2802734375,4437090000
14956.9697265625,15107.740234375,14787.7998046875,15103.009765625,4329230000
15018.099609375,15078.849609375,14913.5498046875,15005.169921875,4268210000
15048.3603515625,15091.9599609375,15004.419921875,15015.2998046875,3928640000
14959.900390625,14990.8603515625,14882.3896484375,14882.3896484375,3645050000
14963.6201171875,15059.8896484375,14945.1298828125,15046.099609375,3746130000
15061.419921875,15063.66015625,14864.5302734375,14997.2001953125,4141370000
15083.3896484375,15117.3798828125,15017.1396484375,15059.16015625,4337330000
15181.6396484375,15184.26953125,15083.83984375,15105.400390625,4107300000
15109.3603515625,15162.33984375,15063.01953125,15125.740234375,4173090000
15133.1103515625,15154.6796875,15081.75,15136.1396484375,4111640000
15053.580078125,15169.4501953125,15010.16015625,15157.3701171875,3991770000
15027.759765625,15127.7802734375,14972.599609375,15101.8203125,4002340000
15088.98046875,15097.91015625,14956.25,15012.599609375,4049000000
15136.6796875,15150.48046875,15079.2998046875,15101.83984375,4061070000
15140.76953125,15142.0302734375,14931.150390625,15090.0498046875,3973920000
15002.830078125,15062.7001953125,14906.2197265625,15018.9404296875,4168880000
14857.919921875,15039.900390625,14846.509765625,14975.01953125,3841840000
14933.9404296875,15000.1904296875,14773.1904296875,14773.1904296875,4191490000
15092.5703125,15103.9404296875,14968.8701171875,14974.0595703125,3886340000
15312.8203125,15341.4697265625,15140.1396484375,15140.1396484375,3906780000
15357.6796875,15384.419921875,15319.5498046875,15338.919921875,3809750000
15368.919921875,15404.3603515625,15341.919921875,15384.830078125,3654150000
15278.51953125,15369.2802734375,15265.23046875,15348.98046875,3630900000
15432.9501953125,15447.0302734375,15292.740234375,15305.75,4048610000
15605.08984375,15620.6201171875,15459.740234375,15460.9296875,4061760000
15582.509765625,15604.4501953125,15522.7802734375,15601.33984375,4188020000
